Id,Source,Translation,Comment
JWK-FM-HeartsandMinds-Losingsupport-793a4e3a-Onceconvincedtos,"Once convinced to support the resistance, civilians will not change their mind on their own.  Remember that each supporter can still turn hostile if you give them a good enough reason to. Opposite to supporters, civilians will typically turn hostile immediately in response to your actions. In that case, there is nothing you can do to change their mind except for waiting.",,
JWK-FM-HeartsandMinds-Losingsupport-Title,Losing support,Ztráta podpory,
JWK-FM-HeartsandMinds-Propagandaposters-11c81ac7-Campaignprogress,Campaign progress,Průběh kampaně,
JWK-FM-HeartsandMinds-Propagandaposters-4c58b512-Placingupposters,"Placing up posters is a very effective early method to raise awareness about your revolution and gain support. It’s more time-effective than personal agitation, as you can reach many people with a single poster.",,
JWK-FM-HeartsandMinds-Propagandaposters-5acedc09-Acquiring,Acquiring,Získávání,
JWK-FM-HeartsandMinds-Propagandaposters-762f34c5-Thereisatradeoff,"There is a trade-off however, as the amount of posters - and thus the support you can generate this way - is limited. As the posters are meant to be visible - they are also visible to enemy forces too, and will raise the local threat level.",,
JWK-FM-HeartsandMinds-Propagandaposters-Title,Propaganda posters,Propagandistické plakáty,
JWK-FM-HeartsandMinds-Propagandaposters-b526cffb-Distributingprop,"Distributing propaganda is a crime, and doing it within enemy sight will make you <b>wanted</b>.",,
JWK-FM-HeartsandMinds-Propagandaposters-c39c200a-Posterscanbeobta,Posters can be obtained from resistance officers using the relevant dialogue option.,,
JWK-FM-HeartsandMinds-Propagandaposters-ca2af7ad-Placement,Placement,Umístění,
JWK-FM-HeartsandMinds-Propagandaposters-dec4fd10-Toplaceaposteryo,"To place a poster, you need to equip it in your left hand (just like any other item). You will see a ghost of the poster in front of you. The ghost color will change to gray if the placement is valid, and yellow if it cannot be placed.",,
JWK-FM-HeartsandMinds-Propagandaposters-e4743e7c-Posteringallspot,"Postering all spots is not required to finish the campaign, but is required to reach 100% completion.","Vylepení plakátů na všech místech není vyžadováno k dokončení kampaně, ale je nutné k dosažení 100% dokončení.",
JWK-FM-HeartsandMinds-Propagandaposters-f52c2f84-Posterscanonlybe,"Posters can only be attached to specific objects (usually boards, signs, cabinets, advertising columns and similar), which are marked on your map with a posterable icon. Once an item has been postered, the icon is removed.",,
JWK-FM-HeartsandMinds-Raisingsupport-94a2d028-Therearemultiple,"There are multiple ways to gain support, including:<br/>- <b>direct agitation</b> by approaching and talking to individual persons<br/>- placing up <b>propaganda posters</b> to increase visibility and awareness<br/>- <b>donating supplies</b> to townsfolk",,
JWK-FM-HeartsandMinds-Raisingsupport-Title,Raising support,Budování podpory,
JWK-FM-HeartsandMinds-Raisingsupport-b50a7bac-Gainingsupportis,"Gaining support is a process which takes time. Most actions will not yield immediate results, but will resonate  over time instead. For example, if you place posters, it takes some time for them to be noticed. If you donate supplies, it takes some time for the word to spread around, and so on. You can inspect towns on the map to view currently active effects and their expiration time. Once an effect expires, it will stop attracting new supporters and will be removed.",,
JWK-FM-HeartsandMinds-Raisingsupport-de9fca21-Somemethodsarede,Some methods are described in detail in their dedicated Field Manual pages.,,
JWK-FM-HeartsandMinds-Title,Hearts and Minds,,
JWK-FM-Locations-Factories-226615d7-Control,Control,Ovládání,
JWK-FM-Locations-Factories-2ab0e6a0-Factoriesarecruc,"Factories are crucial for your revolution, as they can provide a steady stream of resources, which are much needed for any war efforts.","Továrny jsou klíčové pro vaši revoluci, protože mohou poskytovat stálý přísun zdrojů, které jsou nezbytné pro jakékoli válečné operace.",
JWK-FM-Locations-Factories-Title,Factories,Továrny,
JWK-FM-Locations-Factories-e38ad27b-Eachfactorycontr,"Each factory controlled by the resistance will produce certain resources, depending on the factory type. Those resources may then be freely utilized by freedom fighters as deemed fit. On each factory area there is at least one resource storage, in which the produced resources are placed. Those storages are always marked on the map and feature a sign.",,
JWK-FM-Locations-Factories-e70486c7-Factoriesareusua,"Factories are usually guarded by an enemy forces garrison. Once the garrison is cleared and the area is secured, a battle will follow. Be careful, as during factory working hours civilian workers will be present in the factory area. After repelling enemy forces the resistance will take control over the factory. All factories must be controlled by the resistance in order to achieve victory.",,
JWK-FM-Locations-Factories-f8ab2647-Resourceproducti,Resource production,Produkce zdrojů,
JWK-FM-Locations-Militarybases-075e5341-Militarybasesare,"Military bases are the backbone of enemy occupation over the area. All bases need to be controlled by the resistance    to achieve victory, but be warned, they are heavily guarded and the enemy won’t let control over them easily.",,
JWK-FM-Locations-Militarybases-226615d7-Control,Control,Ovládání,
JWK-FM-Locations-Militarybases-5b601bb1-Inordertotakecon,"In order to take control, the resistance has to win a <b>battle</b> over the base. A <b>battle</b> can be initiated by interacting with the military base flag post.","Aby odboj převzal kontrolu, musí vyhrát <b>bitvu</b> o základnu. <b>Bitvu</b> lze zahájit interakcí s vlajkovým stožárem vojenské základny.",
JWK-FM-Locations-Militarybases-Title,Military bases,Vojenské základny,
JWK-FM-Locations-Militarybases-d668cc7d-Onceunderresista,"Once under resistance control, the military base becomes resistance’s <b>operating base</b>, which means the resistance may start construction in its area. See relevant Field Manual section for more info.",,
JWK-FM-Locations-Militarybases-d85af64a-Operatingbase,Operating base,Operační základna,
JWK-FM-Locations-Radarsites-226615d7-Control,Control,Ovládání,
JWK-FM-Locations-Radarsites-41c2f52a-Radarsitescannot,"Radar sites cannot be captured by the resistance, only neutralized. To do so, the resistance has to destroy all radar dishes present on the site. Even if the defending garrison is cleared without damage to the equipment, the resistance has no qualified crews to operate the installations.","Radarová stanoviště nemohou být odbojem obsazena, pouze zneškodněna. K tomu musí odboj zničit všechny radarové antény přítomné na stanovišti. I když je obranná posádka zneškodněna bez poškození vybavení, odboj nemá kvalifikované posádky k obsluze těchto zařízení.",
JWK-FM-Locations-Radarsites-4f451321-Radarsitesareope,"Radar sites are operated by the enemy and need to be neutralized to achieve victory. With enemy radar sites in operation, allied forces are not able to provide required support.","Radarová stanoviště jsou provozována nepřítelem a pro dosažení vítězství musí být zneškodněna. Dokud jsou nepřátelská radarová stanoviště v provozu, spojenecké síly nejsou schopny poskytnout potřebnou podporu.",
JWK-FM-Locations-Radarsites-Title,Radar sites,Radarové stanice,
JWK-FM-Locations-Radiotowers-226615d7-Control,Control,Ovládání,
JWK-FM-Locations-Radiotowers-24ddbc87-Radiotowersareal,"Radio towers are always guarded by an enemy garrison. To take control, the resistance has to simply secure the area by clearing its garrison.","Rádiové věže jsou vždy střeženy nepřátelskou posádkou. Aby odboj převzal kontrolu, musí jednoduše zajistit oblast likvidací této posádky.",
JWK-FM-Locations-Radiotowers-3109431f-Radiotowersareus,"Radio towers are used to enable communication for the controlling faction and jam opposing forces. All radio towers need to be either neutralized or controlled by the resistance to achieve victory. Towers may be destroyed, in which case neither side will control it. This also counts towards campaign progress.","Rádiové věže slouží k zajištění komunikace pro ovládající frakci a k rušení protivníka. Pro dosažení vítězství musí být všechny rádiové věže buď zneškodněny, nebo ovládány odporem. Věže mohou být také zničeny, v takovém případě je nebude ovládat žádná strana. I to se započítává do postupu kampaně.",
JWK-FM-Locations-Radiotowers-Title,Radio towers,Rádiové věže,
JWK-FM-Locations-Title,Locations,Místa,
JWK-FM-Locations-Towns-14b803bc-Ontheotherhandso,"On the other hand, sometimes you may want to increase threat and provoke a response from the enemy deliberately, for example to contest town control. In this case, some warning shots in the air or an ambush on a random enemy vehicle should be enough. You can also locate the nearest <b>phone booth</b> and report resistance activity in the town.",,
JWK-FM-Locations-Towns-226615d7-Control,Control,Ovládání,
JWK-FM-Locations-Towns-24e39aad-Threatleveldenot,"Threat level denotes how much trouble the resistance has been recently making. The bigger the threat, the more activity from enemy forces you can expect. Killings, shootings, and even sightings of resistance fighters will rapidly increase threat. Threat will decay over time, so if you are facing too much enemy activity, it is best to change the area of operations for some time and come back later.",,
JWK-FM-Locations-Towns-2b3b59d1-Threat,Threat,Hrozba,
JWK-FM-Locations-Towns-45020fd9-Townsarekeyplace,"Towns are key places for your revolution. Most importantly, they are the home of the local population, whose support is desperately needed. Towns come in three sizes: <b>villages</b>, <b>towns</b> and <b>cities</b>, based on the number of residents and their infrastructure.",,
JWK-FM-Locations-Towns-Title,Towns,Města,
JWK-FM-Locations-Towns-dc74e1cb-Tocontrolatownth,"To control a town, the resistance has to have a certain amount of <b>supporters</b> among the town residents. Detailed information is always shown in the town info panel. Raising support is enough to control <b>villages</b>, but in the case of bigger settlements, enemy forces will not stay indifferent. When the town’s <b>threat</b> level gets sufficiently high, the occupier will attempt to pacify the town and a <b>battle</b> will begin. As a result, the winning side will take control over the town.",,
JWK-FM-Locations-Towns-e9f9764a-Bewarythattheres,Be wary that the resistance will <b>lose control</b> over a town if the population support falls below a certain threshold.,,
JWK-FM-Resistance-FOBs-68db1d01-Contentsindevelo,Contents in development.,,
JWK-FM-Resistance-FOBs-Title,FOBs,FOB - Předsunuté základny,
JWK-FM-Resistance-Friendlyfighters-92175be3-Friendlyfighters,"Friendly fighters are resistance members or supporting civilians that decided to take part in the fight. They will appear during <b>battles</b> over various points of interest, such as towns, military bases, factories and others. They are autonomous and you cannot directly control them, but they will fight along side you with the enemy. However, their presence depends on your actions, as each fighter needs to be equipped with weapons and ammunition, and that in turn requires <b>supplies</b>.",,
JWK-FM-Resistance-Friendlyfighters-Title,Friendly fighters,Spojenci,
JWK-FM-Resistance-Friendlyfighters-be36994e-Friendlyfighters,"Friendly fighters consume supplies stored at <b>hideouts</b>. If the location being fought for hosts a hideout - such as a town - then the fighters will appear and take supplies only from that specific hideout. Otherwise - when attacking factories or military bases - the supplies are consumed across all resistance hideouts, including the HQ. Supplies stored at resistance operating bases (FOBs, military bases) and controlled factories are not taken into account.",,
JWK-FM-Resistance-Hideouts-18d28a57-Hideoutofficersa,"Hideout officers also offer guns, ammunition, and other war materials - all available in exchange for money.",,
JWK-FM-Resistance-Hideouts-22cb7da3-Thereisalwaysone,"There is always one HQ hideout in the world. However, if you endanger it, it will cease operations and must be relocated. This process may take several hours, during which the HQ will be inaccessible. Any supplies stored there will be lost during the move, so take care to avoid triggering a relocation.",,
JWK-FM-Resistance-Hideouts-2fdc1bb4-TheHQslocationis,"The HQ’s location is not automatically revealed on your map. To discover its position, you must either call the HQ using a phone or contact it via radio, and then travel to the coordinates you are given.",,
JWK-FM-Resistance-Hideouts-6af0cfdf-Townhideouts,Town hideouts,Městské úkryty,
JWK-FM-Resistance-Hideouts-8557efe2-HQhideoutsareest,"HQ hideouts are established in safer locations - typically in remote houses away from densely populated areas or in small, secluded settlements. They serve as delivery and pickup points for various resistance operations and act as rally points where mercenary fighters can be <b>recruited</b>.",,
JWK-FM-Resistance-Hideouts-Title,Hideouts,Úkryty,
JWK-FM-Resistance-Hideouts-bf9cf040-HQhideouts,HQ hideouts,Velitelské úkryty,
JWK-FM-Resistance-Hideouts-e3af2800-Hideoutsaresecur,"Hideouts are secure locations used by the resistance for meetings and covert communication. At each hideout, you can meet a <b>resistance officer</b> - your primary contact for all conspiratorial matters. Speak with them to receive new assignments. Keep in mind that they’re not particularly fond of attracting attention from the authorities, so avoid visiting them when you have <b>heat</b> on you.",,
JWK-FM-Resistance-Hideouts-ea3b32b2-Theresistancewil,"The resistance will establish hideouts in towns and cities once there is enough local support to sustain its operations. Same goes the other way - if you lose too much support, resistance operations will become unsustainable and the hideout will be dissolved. Keeping a network of hideouts is very important, as each additional hideout means more storage space for supplies, which are used to arm your fighters during battles.","Odboj zřizuje úkryty ve městech a obcích, jakmile je dostatečná místní podpora pro udržení jeho operací. Stejně tak platí opak - pokud ztratíte příliš mnoho podpory, operace odboje se stanou neudržitelnými a úkryt bude zrušen. Udržování sítě úkrytů je velmi důležité, protože každý další úkryt znamená více úložného prostoru pro zásoby, které se používají k vyzbrojení vašich bojovníků během bitev.",
JWK-FM-Resistance-Missions-13db2b7c-Missionsandtheir,"Missions and their progress is, at any stage, fully persistent. It is a good idea to look up the journal upon joining an existing online session to check out if there are any already started missions.",,
JWK-FM-Resistance-Missions-14df7725-Youcanreceivemis,"You can receive missions by talking to the <b>resistance officer</b>. Missions are shared by all ingame players and it does not matter which player takes or reports them. If the mission is awarded with money, the amount is automatically split between all ingame players.",,
JWK-FM-Resistance-Missions-Title,Missions,Mise,
JWK-FM-Resistance-Recruits-259cd9eb-Youcanrecruitres,You can recruit <b>resistance fighters</b> at <b>HQ hideouts</b> existing in the world or <b>living</b> areas constructed by players at the resistance operating bases. Recruited fighters can be <b>commanded</b> as members of your squad.,,
JWK-FM-Resistance-Recruits-Title,Recruits,Rekruti,
JWK-FM-Resistance-Title,Resistance,Odpor,
JWK-FM-Resistance-Traders-68db1d01-Contentsindevelo,Contents in development.,,
JWK-FM-Resistance-Traders-Title,Traders,Obchodníci,
JWK-FM-World-Maplegend-348b2765-Factory,Factory,,
JWK-FM-World-Maplegend-47518732-Resistance,Resistance,Odpor,
JWK-FM-World-Maplegend-48c3baea-Armory,Armory,,
JWK-FM-World-Maplegend-5921b838-Radiotower,Radio tower,,
JWK-FM-World-Maplegend-5d44d2d3-Fuelstation,Fuel station,,
JWK-FM-World-Maplegend-61a6ed0e-Camp,Camp,,
JWK-FM-World-Maplegend-64655b16-FOB,FOB,,
JWK-FM-World-Maplegend-64af7cb4-Busstop,Bus stop,,
JWK-FM-World-Maplegend-6b95049d-Resourcestorage,Resource storage,,
JWK-FM-World-Maplegend-6cc33bcf-Jail,Jail,,
JWK-FM-World-Maplegend-8296a839-Phonebooth,Phone booth,,
JWK-FM-World-Maplegend-83bbf7c6-Medicalstore,Medical store,,
JWK-FM-World-Maplegend-86a63632-Ferrystop,Ferry stop,,
JWK-FM-World-Maplegend-988a643d-Garage,Garage,,
JWK-FM-World-Maplegend-Title,Map legend,Legenda mapy,
JWK-FM-World-Maplegend-a33f17c2-Radarsite,Radar site,,
JWK-FM-World-Maplegend-b12cce5e-Airport,Airport,,
JWK-FM-World-Maplegend-b99656c6-Repairstation,Repair station,,
JWK-FM-World-Maplegend-c903cd15-Posterlocation,Poster location,,
JWK-FM-World-Maplegend-ca95cfbb-Helipad,Helipad,,
JWK-FM-World-Maplegend-d0b6de6e-Vilage,Vilage,,
JWK-FM-World-Maplegend-d8cfa072-Postoffice,Post office,,
JWK-FM-World-Maplegend-e3a3f2f2-Port,Port,,
JWK-FM-World-Maplegend-eb4e0385-Clothingstore,Clothing store,,
JWK-FM-World-Maplegend-ecd4689a-Town,Town,,
JWK-FM-World-Maplegend-f1f76b05-Militarybase,Military base,,
JWK-FM-World-Maplegend-facc7fd8-Generalstore,General store,,
JWK-FM-World-Maptools-68db1d01-Contentsindevelo,Contents in development.,,
JWK-FM-World-Maptools-Title,Map tools,Mapové nástroje,
JWK-FM-World-Phones-Title,Phones,Telefony,
JWK-FM-World-Phones-c9900c12-Phonescanbeusedt,"Phones can be used to make calls to known contacts using the phonebook, or by dialling a number manually. Once phone is interacted with, a radial menu will appear enabling to choose the preferred method.","Telefony lze použít k volání známým kontaktům pomocí telefonního seznamu nebo ručním vytočením čísla. Po interakci s telefonem se zobrazí radiální menu, ve kterém si můžete zvolit preferovanou metodu.",
JWK-FM-World-Ports-04a29827-Portscanbeusedto,"Ports can be used to import supplies from abroad, an essential resource representing various commodities essential both for everyday life and development of your facilities. Supplies can be bought for money after interacting with the storage area sign. Each port has a limited storage of supplies, but after a few days the stock should be replenished. Port storages are independent from each other and are refilled independently.",,
JWK-FM-World-Ports-Title,Ports,Přístavy,
JWK-FM-World-Ports-a47d685c-Oncesuppliesarep,"Once supplies are purchased, they will be placed in the pickup area. Don’t worry if you can’t haul all goods in one go - those supplies are secure and will be waiting for pickup after you return.",,
JWK-FM-World-Publictransport-3fc490eb-Publictransportc,"Public transport can be used to quickly travel around the map. You can use <b>buses</b>v to travel on roads and <b>ferries</b> to navigate the water bodies. Every passenger has to buy a ticket each time they travel, price of which depends on the distance traveled. Sometimes certain stops may become temporarily unavailable, for example due to ongoing battles or administrative decisions of the authorities.",,
JWK-FM-World-Publictransport-7d2d9d28-Totravelyouhavet,"To travel, you have to appear as a civilian and cannot be <b>wanted</b>.",,
JWK-FM-World-Publictransport-Title,Public transport,Veřejná doprava,
JWK-FM-World-Shops-3191272d-Variouscivilians,"Various civilian shops can be found in the world, offering diverse assortment of goods. At general shops, you can buy various items intended for tourism, which are also incidentally useful if you plan to conduct guerilla warfare - such as compasses, watches or binoculars. Clothing shops may be useful if you want to get rid of your uniform and blend into the crowd. If you intend to be shot, make sure to visit the pharmacy beforehand.",,
JWK-FM-World-Shops-4f2b2fbc-Whileitemstocksa,"While item stocks are limited, they usually get replenished before next business day begins. Shops will not want to serve you if you are <b>wanted</b>. Also keep in mind the current time of day - each shop has specific business hours, outside of which you will not be served.",,
JWK-FM-World-Shops-Title,Shops,Obchody,
JWK-FM-World-Title,World,Svět,
JWK-FailureStateUI-BrokenSave-Title,Incompatible save game,Nekompatibilní uložená hra,
JWK-FailureStateUI-FactionConfigs-Description,Problems were detected with one or more of selected factions. Please report this problem to the integration author along with complete log files.,Byly zjištěny problémy u jedné nebo více vybraných frakcí. Tento problém prosím nahlaste autorovi integrace spolu s kompletními logy.,
JWK-FailureStateUI-FactionConfigs-Title,Factions error,Chyba frakcí,
JWK-FailureStateUI-Generic-Description,An unknown error occured. Check logs for details and report this to the mod authors.,Došlo k neznámé chybě. Podrobnosti zkontrolujte v logu a nahlaste je autorům modu.,
JWK-FailureStateUI-Generic-Title,Error,Chyba,
JWK-FailureStateUI-WorldSetup-Description,Scenario or terrain validation failed. Please report this problem to the scenario author along with a full set of log files.,Ověření scénáře nebo terénu selhalo. Tento problém prosím nahlaste autorovi scénáře spolu s kompletní sadou logů.,
JWK-FailureStateUI-WorldSetup-Title,World setup error,Chyba při nastavování světa,
JWK-FieldManual,Field Manual,Polní příručka,
JWK-FirstTimeUI-OpenDiscord,Open Discord,Otevřít Discord,
JWK-FirstTimeUI-Text,"Please keep in mind this project is in an <b>early access</b> state. Some features may not be fully developed yet, or may be temporary or placeholders.<br/><br/>Be sure to check out your journal and the Field Manual so you don't get lost.<br/><br/>If you have any questions or feedback, feel free to join our Discord community by scanning the code.<br/><br/>Good luck!","Mějte prosím na paměti, že tento projekt je ve stavu <b>počátečního přístupu</b>. Některé funkce ještě nemusí být plně vyvinuty nebo mohou být dočasné či zástupné.<br/><br/>Ujistěte se, že jste si zkontrolovali svůj deník a polní příručku, abyste se neztratili.<br/><br/>Pokud máte nějaké dotazy nebo zpětnou vazbu, neváhejte se připojit k naší komunitě na Discordu naskenováním kódu.<br/><br/>Hodně štestí!",
JWK-FirstTimeUI-Title,Welcome to Freedom Fighters,Vítejte u Freedom Fighters,
JWK-FreedomFighters,Freedom Fighters,Freedom Fighters,
JWK-FreedomFighters-MissionDescription,Start an uprising and lead your people to freedom in this open-world persistent campaign.,Zahajte povstání a veďte svůj lid ke svobodě v této trvalé kampani v otevřeném světě.,
JWK-GameProgressUI-Bases,BASES,ZÁKLADNY,
JWK-GameProgressUI-DaysFighting,DAYS FIGHTING,DNY BOJŮ,
JWK-GameProgressUI-Factories,FACTORIES,TOVÁRNY,
JWK-GameProgressUI-Hostiles,HOSTILES,NEPŘÁTELÉ,
JWK-GameProgressUI-NeutralPop,NEUTRAL POPULATION,NEUTRÁLNÍ POPULACE,
JWK-GameProgressUI-OccupiersKilled,OCCUPIERS KILLED,ZABITÍ OKUPANTI,
JWK-GameProgressUI-Posters,POSTERS,PLAKÁTY,
JWK-GameProgressUI-Radars,RADAR SITES,RADAROVÉ STANICE,
JWK-GameProgressUI-RadioTowers,RADIO TOWERS,RÁDIOVÉ VĚŽE,
JWK-GameProgressUI-ResistanceLoses,RESISTANCE LOSSES,ZTRÁTY ODBOJE,
JWK-GameProgressUI-Supporters,SUPPORTERS,PODPOROVATELÉ,
JWK-GameProgressUI-Title,Campaign Progress,Pokrok v kampani,
JWK-GameProgressUI-TotalProgress,Total progress,Celkový pokrok,
JWK-GameProgressUI-Towns,TOWNS,MĚSTA,
JWK-GameSetting-Economy-BuildMult,Construction cost factor,Faktor nákladů na stavbu,
JWK-GameSetting-Economy-DogtagValue,Dogtag value,Cena identifikační známky,
JWK-GameSetting-Economy-DonateRequiredSupplies,Donation supplies per supporter,Zásoby darované za každého podporovatele,
JWK-GameSetting-Economy-FactoryProductionFactor,Factory production factor,Faktor výroby továrny,
JWK-GameSetting-Economy-GarageDistanceCostMult,Retrieval distance cost factor,Faktor nákladů podle vzdálenosti vyzvednutí,
JWK-GameSetting-Economy-GarageRetrievalFee,Garage retrieval fee,Poplatek za vyzvednutí z garáže,
JWK-GameSetting-Economy-PlaceableMult,Placeables cost factor,Faktor nákladů na umístitelné objekty,
JWK-GameSetting-Economy-ShopProfitMargin,Shop's profit margin,Zisková marže obchodu,
JWK-GameSetting-Economy-SupporterIncome,Income per supporter,Příjem za každého podporovatele,
JWK-GameSetting-Economy-SupporterIncome-Description,Base amount received by players periodically from each supporter of the resistance.,"Základní částka, kterou hráči pravidelně získávají od každého podporovatele odboje.",
JWK-GameSetting-Gameplay-CharacterHeatTime,Character heat cooldown,Doba snížení úrovně podezření,
JWK-GameSetting-Gameplay-ClothingBlood,Bloodied clothes effect threshold,Práh efektu krvavého oblečení,
JWK-GameSetting-Gameplay-ClothingBlood-Description,Players will become wanted if they are seen in clothes bloodied above this level. Set to 0 to disable.,"Hráči se stanou hledanými, pokud budou viděni v oblečení znečištěném krví nad touto úrovní. Nastavte na 0 pro deaktivaci.",
JWK-GameSetting-Gameplay-EnableEpi,Epinephrine injectors,Adrenalinové injekce,
JWK-GameSetting-Gameplay-EnableEpi-Description,"Enables an epinephrine injector item, which instantly recovers full health. Disabling this option on existing saves will not remove items from the world, but they will not be usable.","Umožní použití injektoru s adrenalinem, který okamžitě obnoví plné zdraví. Vypnutí této volby u existujících uložených her předměty ze světa neodstraní, ale nebude je možné použít.",
JWK-GameSetting-Gameplay-EnableRest,Enable resting,Povolit odpočinek,
JWK-GameSetting-Gameplay-EnemyLootBalancing,Enemy loot balancing,Vyvážení kořisti z nepřátel,
JWK-GameSetting-Gameplay-EnemyLootBalancing-Description,"Dynamically adjusts loot found on killed enemies, making scavenging for items more diverse and sustained use of enemy weapons more challenging. Disable if you want abundance of enemy equipment.","Dynamicky upravuje kořist nalezenou u zabitých nepřátel, čímž činí shánění předmětů rozmanitější a dlouhodobé používání nepřátelských zbraní náročnější. Vypněte, pokud chcete mít nadbytek nepřátelského vybavení.",
JWK-GameSetting-Gameplay-EpiSelfRevive,Epinephrine self-revive,Adrenalinové sebeoživení,
JWK-GameSetting-Gameplay-EpiSelfRevive-Description,Can the epinephrine be self-administered by a downed player.,Umožní hráči na zemi píchnout si adrenalin.,
JWK-GameSetting-Gameplay-EpiWithstandTime,Withstand time,Čas zvednutí se,
JWK-GameSetting-Gameplay-EpiWithstandTime-Description,How long does the player have to withstand in the downed state in order to self-administer epinephrine.,"Jak dlouho musí hráč zůstat vyřazený, aby si mohl píchnout adrenalin.",
JWK-GameSetting-Gameplay-Heat-Description,How long does it take to lose maximum heat level (wanted state).,"Jak dlouho trvá, než se ztratí maximální úroveň podezření.",
JWK-GameSetting-Gameplay-InfiniteInventory-Description,"Automatically resupplies AI units with ammunition and consumable items as they are used. Enable for longer and more intense firefights, disable if you use other mods that enable AI to resupply autonomously.","Automaticky doplňuje AI jednotkám munici a spotřební předměty podle potřeby. Zapněte pro delší a intenzivnější přestřelky, vypněte, pokud používáte jiné mody, které umožňují AI doplňovat zásoby samostatně.",
JWK-GameSetting-Gameplay-InfiniteInventoryEnemy,Infinite inventory (enemy AI),Nekonečný inventář (nepřátelská AI),
JWK-GameSetting-Gameplay-InfiniteInventoryFriendly,Infinite inventory (friendly AI),Nekonečný inventář (spojenecká AI),
JWK-GameSetting-Gameplay-LockBoxes,Allow storage locking,Povolit zamykání úložiště,
JWK-GameSetting-Gameplay-LockBoxes-Description,"Only relevant in multiplayer. If turned off, any already locked player containers will become accessible, but the ownership data is not cleared, and the setting may be reverted.","Platí jen pro multiplayer. Když to vypneš, už zamčené kontejnery hráčů se odemknou, ale vlastnictví zůstane a nastavení můžeš zase zapnout.",
JWK-GameSetting-Gameplay-LockVics,Allow vehicle locking,Povolit zamykání vozidel,
JWK-GameSetting-Gameplay-LockVics-Description,"Only relevant in multiplayer. If turned off, any already locked vehicles will become accessible, but the ownership data is not cleared, and the setting may be reverted.","Platí jen v multiplayeru. Když to vypneš, už zamčená vozidla se odemknou, ale vlastnictví zůstane a nastavení můžeš zase zapnout.",
JWK-GameSetting-Gameplay-MedicalSystem,Medical system,Systém léčení,
JWK-GameSetting-Gameplay-NudismIllegal,Nudity is illegal,Nahota je nezákonná,
JWK-GameSetting-Gameplay-NudismIllegal-Description,"Enable to treat players who are missing shirts, pants or shoes as combatants.","Povolit považovat hráče, kteří nemají košile, kalhoty nebo boty, za bojovníky.",
JWK-GameSetting-Gameplay-RestingHeals,Resting heals,Odpočinek léčí,
JWK-GameSetting-Gameplay-VehicleHeatTime,Vehicle heat cooldown,Snížení podezření u vozidel,
JWK-GameSetting-General,General,Obecné,
JWK-GameSetting-HUD-CharacterHeatStatus,Character heat indicator,Indikátor podezření,
JWK-GameSetting-HUD-CombatantStatus,Combatant appearance indicator,Indikátor vzhledu bojovníka,
JWK-GameSetting-HUD-DetectionStatus,Detection indicator,Indikátor odhalení,
JWK-GameSetting-HUD-IllegalAreaStatus,Illegal area indicator,Indikátor zakázané oblasti,
JWK-GameSetting-HUD-UndercoverStatus,Undercover state indicator,Indikátor utajeného stavu,
JWK-GameSetting-HUD-VehicleHeatStatus,Vehicle heat indicator,Indikátor podezřelosti vozidla,
JWK-GameSetting-HUD-VisibilityStatus,Visibility indicator,Indikátor viditelnosti,
JWK-GameSetting-Misc-LocalPlayerMarker,Local player marker,Značka místního hráče,
JWK-GameSetting-Misc-NametagsStatus,Status indicators in nametags,Indikátory stavu ve jmenovách,
JWK-GameSetting-Misc-NametagsStatus-Description,Displays status indicators of other players in their nametags. Specific indicators have to be also enabled in HUD section.,Zobrazuje indikátory stavu ostatních hráčů v jejich jmenovkách. Konkrétní indikátory musí být také povoleny v sekci HUD,
JWK-GameSetting-Misc-RemotePlayersMarkers,Remote players markers,Značky vzdálených hráčů,
JWK-GameSetting-Misc-TppCamera,Third person camera,Kamera z třetí osoby,
JWK-GameSetting-Misc-TppCamera-Default,Default,Výchozí,
JWK-GameSetting-Misc-TppCamera-Description,Options other than <b>Default</b> require third person view to be enabled in Reforger server settings.,"Možnosti jiné než <b>Výchozí</b> vyžadují, aby byl v nastavení serveru Reforger povolen pohled třetí osoby.",
JWK-GameSetting-Misc-TppCamera-DriverOnly,Driver only,Pouze řidič,
JWK-GameSetting-Misc-TppCamera-PassengerOnly,Passenger only,Pouze pasažér,
JWK-GameSetting-Misc-TppCamera-VehicleOnly,Vehicle only,Pouze vozidlo,
JWK-GameSetting-Respawn-Civilian,Civilian,Civilista,
JWK-GameSetting-Respawn-LoadoutHandgun,Include handgun,Zahrnout pistoli,
JWK-GameSetting-Respawn-LoadoutMap,Include map,Zahrnout mapu,
JWK-GameSetting-Respawn-MoneyCost,Money cost,Cena v penězích,
JWK-GameSetting-Respawn-MoneyGuarantee,Protected money balance,Chráněný zůstatek peněz,
JWK-GameSetting-Respawn-MoneyGuarantee-Description,Respawn money cost is not deducted if player's balance is below this threshold.,"Cena za respawn se neodečte, pokud je zůstatek hráče pod touto hranicí.",
JWK-GameSetting-Respawn-Resistance,Resistance,Odpor,
JWK-GameSetting-Respawn-ResistanceLoadoutItem-Description,Should this item be always included in player inventory when spawning as a resistance fighter.,Měl by být tento předmět vždy zahrnut do inventáře hráče při spawnování jako bojovník odporu?,
JWK-GameSetting-Respawn-SuppliesCost,Supplies cost,Cena zásob,
JWK-GameSetting-Respawn-SuppliesCost-Description,Cost of respawning as a resistance member in operating bases.,Cena za respawn jako člen odporu na operačních základnách.,
